Rider_age,Rider_rating,Weatherconditions,traffic_type,Vehicle_condition,multiple_deliveries,Festival,City_type,time_taken,order_hour,order_time_of_day,distance
26.2,4.5600000000000005,Sandstorms,low,0,1.0,no,metropolitian,33,19.6,Evening,17.07559440107296
29.0,4.9,Windy,jam,0,1.0,no,metropolitian,33,20.0,Evening,19.76218981785925
27.0,4.48,Stormy,jam,0,0.0,no,metropolitian,21,20.2,Evening,7.68415541716559
30.0,4.7,Cloudy,jam,1,0.0,no,metropolitian,36,21.0,Evening,19.88997830374344
30.0,4.7,Stormy,low,2,1.0,no,urban,25,8.0,Morning,1.5202938690324594
24.0,4.5,Sandstorms,medium,0,0.0,no,urban,10,15.0,Afternoon,6.0588489445304
37.0,4.9,Sunny,medium,1,1.0,no,urban,18,18.0,Afternoon,20.20631641648197
32.0,4.2,Fog,jam,1,1.0,no,metropolitian,39,19.0,Evening,19.36427713220852
29.0,4.9,Cloudy,low,0,1.0,no,metropolitian,18,22.0,Evening,9.08144495460351
35.0,4.0,Fog,high,1,1.0,no,metropolitian,37,11.0,Morning,7.95195152531056
34.0,4.2,Fog,high,2,0.0,no,metropolitian,33,12.0,Morning,6.232193723015724
29.0,4.8,Stormy,jam,1,1.0,no,metropolitian,24,21.0,Evening,8.899293313913962
35.0,4.5,Windy,low,2,1.0,no,metropolitian,26,9.0,Morning,3.0736267316959007
35.0,4.5,Sunny,high,0,1.0,no,metropolitian,22,14.0,Afternoon,5.860416837896751
27.0,4.7,Sunny,low,1,1.0,no,urban,15,10.0,Morning,1.536829311966258
27.0,4.7,Stormy,jam,2,0.0,no,urban,18,19.0,Evening,16.901690663165983
22.0,4.5,Fog,low,0,0.0,no,urban,15,23.0,Evening,7.573462889023675
31.0,4.7,Fog,low,0,0.0,no,metropolitian,20,9.0,Morning,1.529743511582863
33.0,5.0,Fog,medium,1,3.0,no,metropolitian,42,17.0,Afternoon,12.435204072231338
35.0,4.7,Sandstorms,low,2,0.0,no,metropolitian,24,9.0,Morning,11.340347388211578
37.0,4.3,Fog,high,1,0.0,no,metropolitian,36,14.0,Afternoon,6.11924534302912
20.0,4.0,Cloudy,medium,2,1.0,no,metropolitian,33,17.0,Afternoon,16.63687991359242
32.0,5.0,Windy,medium,0,2.0,yes,metropolitian,49,18.0,Afternoon,13.735754037289178
28.0,4.0,Cloudy,medium,2,1.0,no,metropolitian,37,18.0,Afternoon,19.618630653002526
36.0,4.2,Sandstorms,jam,0,2.0,yes,metropolitian,47,22.0,Evening,10.58781900321548
35.0,4.5,Sandstorms,low,1,0.0,no,metropolitian,29,9.0,Morning,1.5525704156536744
25.0,4.3,Windy,jam,0,0.0,no,metropolitian,34,19.0,Evening,16.902051800243928
29.8,4.5,Cloudy,high,0,1.0,no,metropolitian,21,11.4,Evening,3.1162384958431986
36.0,4.2,Cloudy,high,2,1.0,no,metropolitian,31,13.0,Afternoon,6.147038743530447
37.0,5.0,Sandstorms,low,1,0.0,no,urban,17,23.0,Evening,14.044682503974984
36.0,4.7,Sandstorms,medium,0,1.0,no,metropolitian,30,17.0,Afternoon,13.89484555312174
28.8,4.779999999999999,Sunny,jam,2,0.0,no,metropolitian,19,19.4,Evening,13.97175990042474
31.0,4.9,Fog,medium,0,0.0,no,urban,35,17.0,Afternoon,12.257021346006622
39.0,4.2,Sunny,jam,0,2.0,no,metropolitian,38,19.0,Evening,11.91667929885388
23.0,4.3,Stormy,jam,0,1.0,no,metropolitian,31,21.0,Evening,20.253584375809147
21.0,5.0,Sunny,low,2,0.0,no,metropolitian,15,23.0,Evening,4.674172124263269
31.0,4.6,Cloudy,medium,2,0.0,no,metropolitian,19,17.0,Afternoon,9.180904863919633
38.0,4.8,Sunny,jam,1,1.0,no,metropolitian,25,20.0,Evening,13.9718816833163
28.0,4.7,Cloudy,low,1,1.0,no,metropolitian,28,23.0,Evening,10.711191521545718
29.0,4.5,Sunny,low,1,1.0,no,metropolitian,19,17.2,Evening,7.726661980358243
28.0,5.0,Windy,low,1,0.0,no,metropolitian,17,23.0,Evening,12.436148456121032
30.0,4.1,Windy,jam,1,1.0,yes,metropolitian,44,20.0,Evening,12.463962426993913
34.0,4.9,Windy,low,1,0.0,no,metropolitian,24,10.0,Morning,1.5204190072774333
29.0,5.0,Cloudy,low,0,1.0,no,metropolitian,24,9.0,Morning,1.5204190072774333
35.0,4.9,Sandstorms,medium,1,1.0,no,metropolitian,28,18.0,Afternoon,8.938093974530164
39.0,4.8,Windy,low,2,1.0,no,metropolitian,23,10.0,Morning,3.027364828628622
23.0,4.6,Sandstorms,low,1,0.0,no,urban,12,23.0,Evening,4.681747445577176
30.0,4.9,Cloudy,medium,0,1.0,no,metropolitian,25,16.0,Afternoon,6.058876303739157
28.0,4.8,Sandstorms,low,1,1.0,no,urban,17,23.0,Evening,13.681416111912892
28.0,4.640000000000001,Sandstorms,jam,3,1.0,no,urban,25,14.4,Evening,9.054602228168925
20.0,4.8,Sandstorms,low,2,1.0,no,metropolitian,18,23.0,Evening,9.326872529115304
22.0,4.6,Sunny,low,2,1.0,no,urban,27,0.0,Morning,8.65369001205761
39.0,4.3,Windy,medium,0,0.0,no,metropolitian,38,17.0,Afternoon,4.663658229921789
22.0,4.7,Sandstorms,low,0,0.0,no,metropolitian,20,23.0,Evening,19.76188040923094
38.0,4.3,Stormy,low,0,1.0,no,metropolitian,26,8.0,Morning,1.5368503798521729
25.0,4.6,Cloudy,jam,1,0.0,no,metropolitian,33,22.0,Evening,13.583332471810197
33.0,4.8,Fog,jam,0,0.0,no,metropolitian,30,19.0,Evening,9.326113870789774
35.0,4.8,Stormy,medium,1,1.0,no,metropolitian,28,18.0,Afternoon,12.419787919082207
20.0,4.6,Stormy,medium,1,0.0,no,metropolitian,23,19.0,Evening,9.121375406203295
32.0,4.8,Stormy,jam,1,1.0,no,metropolitian,26,19.0,Evening,9.593192600910594
39.0,4.3,Sandstorms,jam,2,1.0,no,metropolitian,32,19.0,Evening,13.99001950805727
30.0,4.8,Stormy,low,1,0.0,no,metropolitian,22,23.0,Evening,14.044305460884756
39.0,4.7,Fog,jam,2,2.0,no,metropolitian,39,21.0,Evening,9.326603239772547
24.0,4.9,Sandstorms,medium,0,0.0,no,urban,21,18.0,Afternoon,10.88095073745098
37.0,4.3,Cloudy,jam,0,0.0,no,metropolitian,31,19.0,Evening,4.5883872060778055
33.0,4.8,Stormy,low,1,1.0,no,metropolitian,27,10.0,Morning,3.0907706842873583
26.0,4.9,Sunny,medium,2,1.0,no,metropolitian,19,15.0,Afternoon,6.217860689144307
21.0,4.5,Stormy,low,1,0.0,no,urban,18,23.0,Evening,10.817079414296114
21.0,4.7,Sandstorms,low,2,1.0,no,metropolitian,16,10.0,Morning,1.5094402621798344
27.0,4.9,Windy,jam,2,1.0,no,urban,16,21.0,Evening,16.852834881460105
26.0,4.7,Cloudy,low,0,0.0,no,metropolitian,19,8.0,Morning,2.979626518993124
37.0,4.9,Sunny,jam,0,1.0,no,metropolitian,42,21.0,Evening,19.34361316327686
22.0,4.7,Windy,jam,2,1.0,no,urban,20,21.0,Evening,17.078028601490022
21.0,4.8,Fog,jam,0,2.0,no,urban,41,19.0,Evening,12.165236245102824
32.0,4.9,Sandstorms,low,1,1.0,no,metropolitian,20,10.0,Morning,3.073660615290314
37.0,4.6,Windy,medium,0,2.0,no,metropolitian,41,17.0,Afternoon,13.830131455506187
33.0,4.7,Sandstorms,jam,0,1.0,no,metropolitian,42,21.0,Evening,4.540575857362341
29.0,4.8,Stormy,medium,0,0.0,no,metropolitian,25,18.0,Afternoon,20.182634488293672
37.0,4.3,Stormy,medium,2,1.0,no,metropolitian,37,17.0,Afternoon,13.767318777064409
30.0,4.88,Fog,low,0,1.0,no,metropolitian,15,22.0,Evening,4.657619913371798
27.6,4.359999999999999,Sandstorms,jam,3,1.0,no,metropolitian,39,19.0,Afternoon,17.07649014379466
20.0,4.9,Fog,low,1,0.0,no,metropolitian,16,9.0,Morning,7.905136124752126
20.0,4.4,Stormy,low,0,1.0,no,urban,28,10.0,Morning,1.5204696675466998
37.0,4.9,Cloudy,high,1,0.0,no,metropolitian,34,14.0,Afternoon,10.455924526018324
28.0,4.8,Sandstorms,low,0,1.0,no,urban,22,22.0,Evening,10.72414547103075
23.0,5.0,Cloudy,low,1,0.0,no,metropolitian,13,23.0,Evening,4.528158738548494
39.0,4.9,Sunny,medium,0,0.0,no,metropolitian,38,17.0,Afternoon,20.20593639018606
35.0,4.9,Sandstorms,jam,2,1.0,no,metropolitian,29,20.0,Evening,7.772809995408273
35.0,4.9,Fog,low,1,0.0,no,metropolitian,18,23.0,Evening,7.562491288861812
28.0,4.7,Fog,low,1,0.0,no,metropolitian,18,9.0,Morning,3.073687981631253
28.0,4.8,Sunny,jam,2,0.0,no,metropolitian,20,20.0,Evening,10.757014337994882
28.0,4.8,Stormy,jam,2,1.0,no,metropolitian,25,21.0,Evening,7.5735237341835395
38.0,4.7,Stormy,medium,1,1.0,no,metropolitian,28,15.0,Afternoon,6.232403352170867
38.0,4.7,Windy,high,2,1.0,no,metropolitian,30,14.0,Afternoon,6.081595038517862
22.0,4.9,Stormy,low,2,0.0,no,metropolitian,10,8.0,Morning,3.025098484224574
35.0,4.6,Fog,low,2,0.0,no,metropolitian,17,8.0,Morning,3.040641621538495
24.0,4.6,Fog,low,2,0.0,no,urban,19,8.0,Morning,1.5136713101657704
21.0,4.6,Stormy,medium,1,0.0,no,metropolitian,23,17.0,Afternoon,4.674220356187267
26.0,4.6,Windy,low,1,1.0,no,metropolitian,16,23.0,Evening,9.088005113715145
20.0,4.7,Fog,low,2,1.0,no,metropolitian,13,10.0,Morning,3.104691169539904
28.0,4.7,Sunny,medium,2,0.0,no,urban,15,18.0,Afternoon,7.573406195224182
22.0,5.0,Sandstorms,jam,1,1.0,no,metropolitian,18,21.0,Evening,10.11964589457033
25.0,4.7,Windy,jam,1,1.0,no,metropolitian,27,20.0,Evening,7.546680469081603
28.0,4.5,Sandstorms,medium,1,1.0,no,metropolitian,20,19.0,Evening,10.721987300671117
36.0,4.3,Sandstorms,medium,1,1.0,no,urban,33,18.0,Afternoon,9.31488473286169
34.0,4.1,Windy,low,0,1.0,no,urban,30,8.0,Morning,3.059402876820984
33.0,4.6,Sandstorms,low,1,0.0,no,urban,20,22.0,Evening,7.5735237341835395
27.0,4.6,Fog,high,0,1.0,no,metropolitian,28,11.0,Morning,1.5524064590051572
28.0,4.7,Cloudy,jam,0,0.0,no,metropolitian,25,21.0,Evening,9.348433430020537
20.0,4.6,Stormy,jam,0,0.8,no,urban,15,20.0,Evening,4.537922749289298
35.0,4.9,Sandstorms,low,2,1.0,no,metropolitian,22,8.0,Morning,1.5581244322254744
28.0,4.0,Fog,high,2,1.0,no,urban,34,12.0,Morning,1.5294972211332267
20.0,4.2,Sunny,jam,0,1.0,no,metropolitian,46,21.0,Evening,9.315745361545886
33.0,5.0,Fog,high,2,1.0,no,metropolitian,29,13.0,Afternoon,6.080891507842322
24.0,4.7,Fog,high,2,1.0,no,metropolitian,26,13.0,Afternoon,5.860499933288208
33.0,4.6,Windy,jam,0,1.0,no,metropolitian,34,21.0,Evening,4.6575909554297805
20.0,4.8,Windy,low,2,1.0,no,metropolitian,18,22.0,Evening,12.103166363270562
25.0,4.5,Sandstorms,medium,0,1.0,no,metropolitian,18,15.0,Afternoon,6.209442398392529
24.0,4.9,Windy,low,2,0.0,no,metropolitian,14,23.0,Evening,6.425497821735624
23.0,4.0,Cloudy,jam,1,1.0,no,urban,33,20.0,Evening,8.158573357493335
31.0,3.9,Windy,medium,1,1.0,no,metropolitian,38,18.0,Afternoon,17.09799694004444
21.0,4.7,Stormy,low,2,1.0,no,metropolitian,13,8.0,Morning,3.088376284911997
24.0,4.2,Stormy,low,0,1.0,no,metropolitian,22,9.0,Morning,2.976117246552396
39.0,5.0,Fog,medium,1,1.0,no,metropolitian,37,17.0,Afternoon,13.830329612968956
20.0,4.6,Windy,jam,2,1.0,no,metropolitian,19,19.0,Evening,13.760880474936114
29.0,5.0,Windy,jam,0,1.0,no,metropolitian,32,21.0,Evening,9.177805335295872
23.0,4.8,Fog,low,1,1.0,no,metropolitian,17,8.0,Morning,1.5126000890232916
36.0,4.1,Stormy,low,0,0.0,no,metropolitian,25,22.0,Evening,9.326725258722025
38.0,4.6,Sunny,medium,2,1.0,no,metropolitian,23,16.0,Afternoon,6.050551152462876
26.0,4.9,Fog,high,1,1.0,no,metropolitian,21,11.0,Morning,3.105364544907298
26.0,4.7,Windy,low,1,1.0,no,metropolitian,19,0.0,Morning,12.234645517155798
25.0,4.5,Stormy,jam,2,1.0,no,metropolitian,23,21.0,Evening,10.64105130998624
35.0,4.8,Stormy,high,2,1.0,no,urban,27,11.0,Morning,1.5126021292430176
29.0,5.0,Cloudy,medium,0,2.0,no,metropolitian,43,17.0,Afternoon,13.89436656007663
22.0,4.9,Fog,medium,2,1.0,no,urban,25,18.0,Afternoon,19.395547662925235
27.8,4.72,Cloudy,medium,1,1.0,no,metropolitian,30,16.8,Afternoon,13.970632221184006
30.0,4.7,Fog,jam,1,3.0,no,metropolitian,47,21.0,Evening,19.36258018346589
32.0,5.0,Sunny,high,2,1.0,no,metropolitian,20,11.0,Morning,1.5126978119717678
23.0,4.6,Sandstorms,jam,2,1.0,no,metropolitian,19,20.0,Evening,13.407238587856966
26.0,4.9,Stormy,jam,0,0.0,no,metropolitian,30,21.0,Evening,10.905993510336607
28.0,4.6,Sunny,medium,1,0.0,no,metropolitian,14,17.0,Afternoon,12.162424445777306
38.0,4.9,Sandstorms,low,1,0.0,no,metropolitian,17,23.0,Evening,13.61116354777465
25.0,4.8,Sandstorms,medium,0,1.0,no,metropolitian,22,18.0,Afternoon,4.609743188391016
26.0,5.0,Stormy,jam,2,1.0,no,metropolitian,28,20.0,Evening,12.11655916281721
39.0,4.9,Cloudy,high,1,1.0,no,metropolitian,33,14.0,Afternoon,6.210849324534313
25.0,4.9,Stormy,medium,1,1.0,no,metropolitian,16,18.0,Afternoon,13.789485363023294
36.0,4.1,Windy,medium,0,1.0,yes,metropolitian,47,17.0,Afternoon,11.645730408371897
26.0,4.6,Fog,low,1,1.0,no,metropolitian,26,22.0,Evening,10.806772793809738
38.0,4.6,Cloudy,low,0,1.0,no,urban,23,8.0,Morning,1.5099339507374587
39.0,3.4,Sunny,low,0,2.0,no,metropolitian,34,23.0,Evening,13.619597248656556
24.0,4.6,Sunny,jam,1,1.0,no,metropolitian,21,21.0,Evening,19.08960903186475
35.0,4.3,Sandstorms,jam,0,1.0,no,metropolitian,33,19.0,Evening,4.469362226704516
33.0,4.6,Windy,jam,1,1.0,no,metropolitian,29,21.0,Evening,16.636808584025776
30.0,4.7,Sunny,medium,1,0.0,no,metropolitian,20,18.0,Afternoon,16.902051800243928
33.0,4.7,Sunny,jam,2,1.0,no,urban,16,22.0,Evening,4.560926278066122
39.0,4.9,Cloudy,jam,0,1.0,no,metropolitian,33,21.0,Evening,9.31544163550089
26.0,4.9,Cloudy,jam,2,3.0,no,metropolitian,43,21.0,Evening,19.975696041451314
28.0,4.7,Windy,jam,1,1.0,no,urban,22,20.0,Evening,13.68092007746041
22.0,4.6,Cloudy,low,2,0.0,no,metropolitian,10,23.0,Evening,9.168591942468243
20.0,4.7,Windy,jam,2,1.0,no,urban,19,21.0,Evening,17.074904296042025
25.0,4.0,Cloudy,medium,2,1.0,no,metropolitian,34,18.0,Afternoon,19.976712110350487
29.0,4.9,Windy,medium,0,0.0,no,metropolitian,29,18.0,Afternoon,13.735905815379882
37.0,4.8,Stormy,medium,2,1.0,no,metropolitian,30,18.0,Afternoon,7.64610474832152
32.0,4.9,Fog,low,1,1.0,no,urban,16,9.0,Morning,1.4923280527588916
22.0,4.8,Stormy,high,2,0.0,no,urban,15,11.0,Morning,1.5292976945190186
29.0,4.6,Sandstorms,jam,1,1.0,no,metropolitian,26,19.0,Evening,10.634714135600088
28.0,4.6,Cloudy,jam,1,1.0,no,urban,39,20.0,Evening,12.29343378697411
25.0,4.7,Sandstorms,low,1,1.0,no,metropolitian,16,22.0,Evening,16.852834881460105
27.0,4.6,Fog,low,2,1.0,no,metropolitian,16,22.0,Evening,4.54209180752965
39.0,4.9,Fog,low,2,1.0,no,urban,17,23.0,Evening,7.763196932715944
20.0,4.8,Sunny,low,1,1.0,no,urban,20,9.0,Morning,2.9794951426843785
31.0,4.5,Sandstorms,low,1,0.0,no,urban,29,8.0,Morning,2.9790002034338934
38.0,4.7,Cloudy,low,1,0.0,no,urban,15,9.0,Morning,2.980249384918756
22.0,4.2,Stormy,low,0,1.0,no,metropolitian,18,10.0,Morning,3.029537387569692
33.0,3.9,Stormy,medium,2,1.0,no,urban,34,18.0,Afternoon,16.388699354723066
24.0,4.6,Sandstorms,medium,1,1.0,no,metropolitian,26,18.0,Afternoon,12.463883024166655
23.0,5.0,Stormy,jam,2,1.0,no,urban,25,20.0,Evening,16.635518179509837
34.0,3.7,Cloudy,low,1,1.0,no,metropolitian,37,23.0,Evening,12.256046315965444
37.0,4.8,Fog,high,1,1.0,no,metropolitian,29,12.0,Morning,3.0736336615831137
21.0,4.9,Stormy,jam,1,0.0,no,metropolitian,18,21.0,Evening,20.848074005447355
38.0,5.0,Windy,jam,0,2.0,yes,semi-urban,53,19.0,Evening,19.974163074784503
27.0,4.1,Sandstorms,low,0,1.0,no,metropolitian,27,8.0,Morning,3.0201605229873048
39.0,4.3,Cloudy,low,0,1.0,no,metropolitian,42,23.0,Evening,11.435262154483729
35.0,4.5,Fog,low,2,1.0,no,metropolitian,39,23.0,Evening,12.238686345324815
25.0,4.7,Stormy,medium,2,1.0,no,metropolitian,18,17.0,Afternoon,13.97065239831014
30.0,5.0,Stormy,low,1,1.0,no,urban,20,23.0,Evening,17.09799694004444
38.0,4.6,Sunny,low,2,1.0,no,metropolitian,17,22.0,Evening,10.709003371535417
36.0,4.3,Cloudy,jam,0,1.0,no,metropolitian,31,21.0,Evening,4.674153680097242
30.0,4.1,Cloudy,jam,1,1.0,no,metropolitian,49,22.0,Evening,13.828993309155416
28.0,4.7,Sunny,low,2,0.0,no,metropolitian,18,9.0,Morning,1.5581193629487389
21.0,4.7,Stormy,low,2,1.0,no,metropolitian,19,22.0,Evening,9.585253325339178
24.0,4.9,Sandstorms,low,1,1.0,no,metropolitian,14,23.0,Evening,9.316114128266731
32.0,4.0,Cloudy,jam,1,1.0,no,metropolitian,35,21.0,Evening,10.906412696832646
22.0,4.5,Cloudy,medium,0,0.0,no,metropolitian,21,18.0,Afternoon,7.772253320446165
31.0,4.6,Cloudy,jam,1,1.0,no,urban,45,20.0,Evening,19.914688541860013
23.0,4.9,Windy,medium,1,0.0,no,urban,23,18.0,Afternoon,6.431401795784443
35.0,4.8,Stormy,low,2,0.0,no,urban,25,10.0,Morning,3.1213024454301257
23.0,4.1,Cloudy,jam,2,0.0,no,metropolitian,36,21.0,Evening,13.620606901382937
22.0,4.6,Windy,jam,1,1.0,no,urban,25,20.0,Evening,11.919595217848318
32.0,4.7,Fog,medium,1,1.0,no,metropolitian,16,17.0,Afternoon,7.546361142984559
27.4,4.8,Sandstorms,jam,1,0.4,no,urban,33,20.2,Evening,19.76106632827125
39.0,4.1,Stormy,medium,0,1.0,no,metropolitian,35,18.0,Afternoon,20.18085916835158
38.0,4.6,Sunny,jam,0,1.0,no,urban,38,19.0,Evening,12.435238152054549
37.0,4.9,Cloudy,low,0,0.0,no,metropolitian,38,22.0,Evening,13.763896210757975
24.0,4.7,Fog,jam,0,1.0,no,urban,39,21.0,Evening,10.569528655031586
32.0,4.7,Fog,jam,1,0.0,no,urban,38,19.0,Evening,9.192686206949302
38.0,4.4,Stormy,medium,0,1.0,no,metropolitian,31,18.0,Afternoon,9.074647672837914
33.0,3.8,Stormy,jam,1,1.0,yes,metropolitian,44,20.0,Evening,10.564405615161895
28.0,4.0,Windy,jam,0,0.0,no,metropolitian,38,19.0,Evening,10.72465156807538
20.0,4.6,Stormy,low,1,0.0,no,metropolitian,14,22.0,Evening,20.253584375809147
36.0,4.0,Sandstorms,jam,0,1.0,yes,urban,44,21.0,Evening,4.5607604314529
31.0,4.8,Stormy,low,0,1.0,no,metropolitian,25,23.0,Evening,19.975696041451314
39.0,4.2,Stormy,jam,0,3.0,yes,semi-urban,54,21.0,Evening,10.808686201554782
22.0,4.8,Cloudy,low,2,0.0,no,metropolitian,25,22.0,Evening,17.138074588551884
29.0,4.8,Sunny,medium,2,1.0,no,metropolitian,19,17.0,Afternoon,9.201839699116366
31.0,4.4,Windy,medium,1,1.0,no,metropolitian,35,18.0,Afternoon,13.763896210757975
37.0,4.6,Cloudy,medium,2,1.0,no,metropolitian,30,17.0,Afternoon,20.179033045443177
30.0,4.8,Stormy,low,2,1.0,no,metropolitian,26,8.0,Morning,1.4923568262398723
23.0,4.9,Fog,jam,1,1.0,no,metropolitian,30,21.0,Evening,12.421212735966003
32.0,4.4,Sandstorms,jam,1,2.0,no,metropolitian,43,21.0,Evening,13.788957415778516
35.0,4.7,Fog,high,1,0.0,no,urban,33,11.0,Morning,3.0527511596434675
26.0,4.6,Stormy,low,2,0.0,no,urban,11,8.0,Morning,3.040539883060508
25.0,4.7,Sunny,jam,2,1.0,no,metropolitian,14,19.0,Evening,13.084012969552726
22.0,4.8,Cloudy,low,2,0.8,no,urban,14,10.0,Morning,1.5525820816228664
28.0,5.0,Cloudy,low,1,0.0,no,metropolitian,20,23.0,Evening,12.09937442336077
30.0,4.0,Stormy,low,0,1.0,no,metropolitian,27,23.0,Evening,7.46114894864356
20.0,4.6,Fog,low,1,1.0,no,metropolitian,15,8.0,Morning,3.1214062495331607
32.0,4.8,Cloudy,low,1,1.0,no,urban,16,23.0,Evening,4.537418110277337
35.0,4.5,Cloudy,low,2,1.0,no,metropolitian,19,22.0,Evening,9.220368460607467
21.0,4.7,Windy,jam,2,0.0,no,urban,21,21.0,Evening,12.419850660252768
33.0,4.7,Fog,low,2,1.0,no,metropolitian,30,22.0,Evening,19.659792615101523
30.0,4.4,Windy,high,0,1.0,no,metropolitian,34,13.0,Afternoon,6.232303380306801
37.0,4.5,Windy,jam,1,0.0,no,urban,25,21.0,Evening,12.209717869596636
22.0,4.0,Cloudy,jam,1,1.0,no,metropolitian,41,20.0,Evening,16.608224637742175
34.0,4.7,Sandstorms,medium,2,1.0,no,urban,27,17.0,Afternoon,8.940047176804278
23.0,4.9,Sandstorms,jam,1,1.0,no,metropolitian,28,21.0,Evening,13.98951205355768
38.0,4.3,Sandstorms,jam,2,2.0,no,metropolitian,39,21.0,Evening,11.719801270530104
23.0,4.9,Windy,low,0,0.0,no,metropolitian,15,23.0,Evening,13.969535082204027
26.6,4.859999999999999,Stormy,low,3,1.0,no,metropolitian,21,17.6,Evening,3.01870080243822
36.0,4.7,Sandstorms,low,1,0.4,no,metropolitian,24,8.0,Morning,1.4899874085578333
32.0,4.640000000000001,Fog,medium,1,0.0,yes,metropolitian,43,17.8,Afternoon,17.09806123890409
20.0,4.6,Sunny,low,0,0.0,no,metropolitian,28,23.0,Evening,12.162418131175954
25.0,4.6,Fog,medium,1,0.0,no,urban,19,17.0,Afternoon,9.268243276601474
25.0,4.6,Fog,jam,1,1.0,no,metropolitian,37,21.0,Evening,12.116946920849994
37.0,4.7,Sunny,medium,2,1.0,no,metropolitian,24,16.0,Afternoon,6.128627670485153
21.0,4.7,Cloudy,low,0,1.0,no,metropolitian,24,22.0,Evening,4.6104717430464985
38.0,4.8,Fog,jam,0,1.0,no,metropolitian,53,20.0,Evening,10.670060362755043
34.0,4.9,Sandstorms,low,2,1.0,no,urban,22,9.0,Morning,2.930314663391813
32.0,4.9,Windy,jam,1,1.0,no,metropolitian,25,19.0,Evening,19.042397449611613
26.0,4.9,Stormy,medium,1,1.0,no,metropolitian,27,18.0,Afternoon,12.293290453033771
36.0,4.9,Sandstorms,low,2,0.0,no,metropolitian,23,22.0,Evening,10.865882927764757
38.0,4.1,Stormy,jam,0,1.0,no,semi-urban,47,21.0,Evening,17.074904532035713
29.0,4.8,Fog,medium,0,1.0,no,urban,43,18.0,Afternoon,12.074047498027577
35.0,4.2,Sandstorms,jam,0,2.0,no,metropolitian,51,19.0,Evening,10.88093543843387
23.0,4.2,Cloudy,medium,2,1.0,no,urban,31,17.0,Afternoon,13.611254468563876
31.0,4.58,Sandstorms,medium,1,1.0,no,metropolitian,29,17.0,Afternoon,9.192119121311745
31.0,4.6,Cloudy,medium,2,1.0,no,metropolitian,19,16.0,Afternoon,6.209485128886319
21.0,4.8,Sunny,low,0,0.0,no,metropolitian,16,8.0,Morning,1.4898458841183333
25.0,5.0,Fog,low,1,1.0,no,metropolitian,18,22.0,Evening,9.314781588433537
37.0,4.0,Cloudy,jam,1,1.0,no,metropolitian,36,19.0,Evening,13.40647565433019
28.0,4.6,Stormy,jam,0,1.0,no,metropolitian,26,20.0,Evening,19.39585222907509
35.0,4.9,Fog,medium,0,0.0,no,urban,49,17.0,Afternoon,20.180908601250216
25.0,4.6,Cloudy,medium,1,1.0,no,metropolitian,35,18.0,Afternoon,10.90605850332722
36.0,4.8,Stormy,low,1,0.0,no,metropolitian,23,10.0,Morning,3.0198160202815365
31.0,3.5,Sandstorms,jam,1,1.0,no,metropolitian,40,22.0,Evening,13.972036025783176
25.0,4.7,Cloudy,medium,0,0.0,no,metropolitian,24,18.0,Afternoon,7.790336733567704
34.0,4.9,Fog,low,0,0.0,no,urban,24,0.0,Morning,7.60180033473793
27.0,4.6,Fog,low,1,1.0,no,urban,15,8.0,Morning,2.979599835600764
28.0,4.9,Fog,jam,2,1.0,no,metropolitian,38,20.0,Evening,16.412484044174796
37.0,4.5,Sandstorms,jam,1,1.0,no,urban,26,19.0,Evening,4.663438748149055
31.0,4.8,Sunny,medium,1,1.0,no,urban,17,18.0,Afternoon,16.636744591831217
28.0,4.9,Stormy,medium,2,0.0,no,metropolitian,25,18.0,Afternoon,9.17624749258827
27.0,4.7,Windy,jam,1,0.0,no,urban,20,21.0,Evening,20.88710746122496
31.8,4.659999999999999,Windy,jam,1,1.0,no,metropolitian,27,20.2,Evening,13.768325585874765
28.0,4.5,Sunny,medium,1,1.0,no,urban,15,15.0,Afternoon,6.120938502923837
29.0,4.8,Cloudy,jam,1,0.0,no,metropolitian,20,19.0,Evening,8.811629447251413
24.0,5.0,Windy,high,2,0.0,no,metropolitian,12,11.0,Morning,3.105091522701049
34.0,4.9,Fog,low,2,1.0,no,metropolitian,17,23.0,Evening,7.46060171035436
21.0,4.7,Stormy,low,1,0.0,no,urban,15,8.0,Morning,3.059363454723932
29.0,4.9,Cloudy,high,1,0.0,no,metropolitian,23,13.0,Afternoon,9.553492405789983
32.0,4.2,Sandstorms,medium,0,1.0,no,metropolitian,35,18.0,Afternoon,7.719759937618291
30.0,4.8,Cloudy,medium,1,1.0,no,metropolitian,15,15.0,Afternoon,6.210849324534313
22.0,4.5,Stormy,low,1,0.0,no,metropolitian,18,23.0,Evening,9.07434222926449
31.0,4.9,Stormy,low,2,1.0,no,metropolitian,20,22.0,Evening,12.64360216857068
32.0,4.9,Stormy,low,2,1.0,no,metropolitian,25,9.0,Morning,7.266318237637502
32.0,4.6,Fog,medium,0,1.0,no,urban,25,16.0,Afternoon,5.959266895919676
35.0,4.8,Sandstorms,medium,0,1.0,no,urban,28,18.0,Afternoon,8.952800909210072
30.0,4.6,Cloudy,medium,0,1.0,no,metropolitian,43,18.0,Afternoon,20.20525323529291
20.0,3.6,Sunny,jam,0,3.0,yes,metropolitian,46,20.0,Evening,4.537653689675138
36.0,4.1,Sandstorms,jam,1,1.0,no,urban,31,20.0,Evening,4.881143507477604
22.0,4.9,Windy,jam,0,1.0,no,metropolitian,28,21.0,Evening,20.18125982649362
